URL,URL_LENGTH,NUMBER_SPECIAL_CHARACTERS,CHARSET,SERVER,CACHE_CONTROL,CONTENT_LENGTH,WHOIS_COUNTRY,WHOIS_STATEPROV,WHOIS_REGDATE,UPDATE_DATE,WHITIN_DOMAIN,TCP_CONVERSATION_EXCHANGE,DIST_REMOTE_TCP_PORT,REMOTE_IPS,APP_BYTES,UDP_PACKETS,TCP_URG_PACKETS,SOURCE_APP_PACKETS,REMOTE_APP_PACKETS,SOURCE_APP_BYTES,REMOTE_APP_BYTES,APP_PACKETS,DNS_QUERY_TIMES,TIPO
B0_170,29,6,ISO-8859-1,Apache,None,26856,None,None,4/04/2003 0:00,5/04/2017 0:00,vangoghartprints.net,26,6,5,2519,0,0,30,30,22379,2851,30,4,Benigna
B0_2024,29,6,us-ascii,Microsoft-HTTPAPI/2.0,None,324,US,Michigan,26/08/2015 0:00,26/08/2016 0:00,ronjamesrealtors.com,12,8,6,900,0,0,12,9,568,900,12,0,Benigna
B0_2089,29,7,UTF-8,Apache/2.2.22,no-store; no-cache; must-revalidate; post-check=0; pre-check=0,NA,CA,AB,22/07/2004 0:00,23/06/2016 0:00,woofactor.com,709,708,3,2362906,0,0,709,837,83056,2362906,709,0,Benigna
B0_2123,29,6,UTF-8,Apache,no-cache; must-revalidate; max-age=0,10210,US,CA,30/11/2004 0:00,7/03/2017 0:00,fishtankensemble.com,5,4,2,486,0,0,5,7,542,486,5,0,Benigna
B0_2128,29,6,ISO-8859-1,Apache,None,13684,US,Maryland,5/03/2008 0:00,14/04/2016 0:00,timelessholdings.com,15,8,7,1134,0,0,15,9,605,1134,15,0,Benigna
B0_2166,29,6,us-ascii,None,None,324,CA,Ontario,8/05/2003 0:00,9/05/2016 0:00,ottawarivercanoe.com,3,3,1,366,0,0,3,5,306,366,3,0,Benigna
B0_2242,29,6,iso-8859-1,nginx/1.12.0,None,770,US,South Carolina,2/11/2010 21:52,20/10/2015 23:34,cherokeemuseumsc.org,5,3,3,486,0,0,5,7,436,486,5,0,Benigna
B0_2266,29,8,UTF-8,Apache/2.4.25,no-cache; must-revalidate; max-age=0,6813,US,Texas,23/05/2006 0:00,13/07/2016 0:00,dfwama.com,17,9,10,1249,0,0,17,15,1062,1249,17,0,Benigna
B0_259,29,6,us-ascii,Microsoft-HTTPAPI/2.0,None,324,None,None,2/07/1998 0:00,5/07/2016 0:00,quincyjonesmusic.com,34,9,6,2861,0,0,38,26,15260,3229,38,4,Benigna
B0_44,29,6,ISO-8859-1,None,None,34,US,California,2/12/1998 0:00,2/12/2016 0:00,scriptperfection.com,10,2,9,612,0,0,12,14,918,772,12,2,Benigna
B0_448,29,7,ISO-8859-1,Apache,no-store,NA,US,CA,22/04/1997 0:00,22/02/2017 0:00,mylife.com,32,21,8,4561,0,0,38,36,10429,4997,38,6,Benigna
B0_499,29,8,UTF-8,GSE,no-cache; no-store; max-age=0; must-revalidate,20404,US,CA,31/07/2000 0:00,29/06/2016 0:00,blogspot.com,33,6,5,3533,0,0,37,35,46688,3859,37,4,Benigna
B0_626,29,8,UTF-8,Tengine,None,NA,CN,Zhejiang,15/04/1999 0:00,20/06/2012 0:00,alibaba.com,28,0,5,3183,0,0,36,33,24455,3777,36,8,Benigna
B0_642,29,6,UTF-8,Apache/2.4.18 (Unix) OpenSSL/0.9.8e-fips-rhel5 mod_bwlimited/1.4,max-age=3; must-revalidate; max-age=172800,7159,US,Arizona,30/05/2003 0:00,10/07/2015 0:00,americansteelinc.com,21,6,11,1515,0,0,23,18,1334,1675,23,2,Benigna
B0_726,29,6,utf-8,Apache/2.2.15 (CentOS),no-cache; must-revalidate,NA,US,New Mexico,10/01/2002 0:57,26/02/2014 23:35,nmnaturalhistory.org,24,1,3,2195,1,0,29,30,55576,2515,29,4,Benigna
B0_887,29,6,iso-8859-1,Apache,None,388,US,New York,17/03/2006 0:00,14/08/2013 0:00,selladeedoftrust.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_894,29,6,ISO-8859-1,Apache/2,None,199,None,None,1/03/1999 0:00,7/03/2013 0:00,us11antiquealley.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_920,29,8,us-ascii,Microsoft-HTTPAPI/2.0,None,324,AU,QLD,1/07/2015 0:00,4/03/2016 0:00,abmp3.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_942,29,6,ISO-8859-1,nginx/1.12.0,None,NA,CA,ON,22/01/2006 0:00,22/01/2017 0:00,elizabethcparker.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_978,29,6,utf-8,None,no-cache,NA,US,CA,22/02/1996 0:00,16/01/2015 0:00,myspace.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
M0_112,30,8,iso-8859-1,Apache,None,177,None,None,None,None,tiergestuetzt.de,7,0,2,666,0,0,9,9,1094,826,9,2,Maligna
B0_1052,30,6,utf-8,Apache/2.4.10 (Debian),public; max-age=0,NA,SE,None,6/03/1996 5:00,28/10/2013 10:54,independentliving.org,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1388,30,6,iso-8859-1,Apache/2.4.6 (CentOS) PHP/5.6.8,None,199,US,MA,8/02/2013 0:00,15/03/2017 0:00,bloggingbeginners.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_160,30,7,utf-8,nginx,must-revalidate,NA,US,NY,23/03/1995 0:00,3/03/2017 0:00,wn.com,14,9,3,1918,0,0,18,17,5546,2182,18,4,Benigna
B0_169,30,6,ISO-8859-1,None,private; no-cache; no-store; must-revalidate,NA,US,CA,29/03/1997 0:00,29/11/2016 0:00,facebook.com,62,52,12,8974,0,0,76,69,30726,10006,76,14,Benigna
B0_209,30,6,ISO-8859-1,Apache,no-store,NA,US,CA,22/04/1997 0:00,22/02/2017 0:00,mylife.com,22,17,2,3914,0,0,28,27,9833,4350,28,6,Benigna
B0_2097,30,6,ISO-8859-1,Sun-ONE-Web-Server/6.1,None,NA,None,None,15/04/2003 0:00,19/02/2016 0:00,argentangodancers.com,18,17,5,1188,0,0,18,19,1451,1188,18,0,Benigna
B0_2206,30,6,None,Apache/2.4.18 (Unix) OpenSSL/1.0.2e Communique/4.1.10,None,NA,US,WI,24/10/1996 0:00,19/10/2016 0:00,briggsandstratton.com,6,4,4,552,0,0,6,9,564,552,6,0,Benigna
B0_2282,30,6,UTF-8,Apache,None,14703,US,Texas,4/08/1998 0:00,4/09/2013 0:00,connellybilliards.com,2,2,1,276,0,0,2,4,250,276,2,0,Benigna
B0_330,30,6,UTF-8,nginx,no-store; no-cache; must-revalidate; post-check=0; pre-check=0,8751,US,FL,30/04/2016 0:00,4/10/2016 0:00,brazzerspornstars.com,15,2,6,1528,0,0,19,17,5586,1860,19,4,Benigna
B0_348,30,6,us-ascii,Microsoft-HTTPAPI/2.0,None,324,US,NJ,30/12/1999 0:00,8/01/2016 0:00,weichertfinancial.com,90,6,14,8646,0,0,92,100,95659,8808,92,2,Benigna
B0_369,30,7,ISO-8859-1,Apache,no-store,NA,US,CA,22/04/1997 0:00,22/02/2017 0:00,mylife.com,31,26,2,4412,0,0,37,37,27412,4848,37,6,Benigna
B0_560,30,6,utf-8,None,no-cache,NA,US,CA,22/02/1996 0:00,16/01/2015 0:00,myspace.com,31,23,3,3605,0,0,39,41,34388,4183,39,8,Benigna
B0_639,30,6,ISO-8859-1,None,private; no-cache; no-store; must-revalidate,NA,US,CA,29/03/1997 0:00,29/11/2016 0:00,facebook.com,76,47,12,9007,0,0,88,44,23985,9891,88,12,Benigna
B0_711,30,7,utf-8,AmazonS3,None,350,US,Arizona,13/07/2001 0:00,26/04/2015 0:00,fanbase.com,23,1,10,1902,0,0,27,26,2764,2194,27,4,Benigna
B0_73,30,7,ISO-8859-1,Apache/1.3.37 (Unix) mod_perl/1.29 mod_ssl/2.8.28 OpenSSL/0.9.7e-p1,None,NA,US,GA,29/05/1996 0:00,21/03/2017 0:00,airnav.com,48,3,6,3418,0,0,52,48,57377,3706,52,4,Benigna
B0_824,30,8,UTF-8,cloudflare-nginx,no-store; no-cache; must-revalidate; post-check=0; pre-check=0,NA,US,CA,25/02/2004 0:00,16/01/2016 0:00,wowcity.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_891,30,6,utf-8,None,no-cache,NA,US,CA,22/02/1996 0:00,16/01/2015 0:00,myspace.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_931,30,7,ISO-8859-1,Apache,no-store,NA,US,CA,22/04/1997 0:00,22/02/2017 0:00,mylife.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
M0_73,31,7,us-ascii,Microsoft-IIS/7.5,None,324,US,CA,9/04/2002 0:00,20/03/2017 0:00,portablevaporizer.com,7,0,2,707,0,0,11,11,1018,1031,11,4,Maligna
B0_1028,31,8,utf-8,ATS,None,604,US,CA,18/01/1995 0:00,26/08/2015 0:00,yahoo.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1114,31,7,iso-8859-1,Apache/2.2.27 (CentOS),None,287,None,None,25/10/2014 0:00,26/10/2016 0:00,playstationmove.org.uk,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1127,31,7,ISO-8859-1,Apache,no-store,NA,US,CA,22/04/1997 0:00,22/02/2017 0:00,mylife.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1241,31,8,utf-8,Apache,private; must-revalidate; s-maxage=0; max-age=0,65815,US,MO,20/05/1996 0:00,24/10/2016 0:00,answers.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_140,31,6,ISO-8859-1,None,private; no-cache; no-store; must-revalidate,NA,US,CA,29/03/1997 0:00,29/11/2016 0:00,facebook.com,65,53,14,8568,0,0,77,70,26049,9452,77,12,Benigna
B0_2158,31,6,UTF-8,Apache/2.2.29 (Unix) mod_ssl/2.2.29 OpenSSL/1.0.1e-fips DAV/2 mod_bwlimited/1.4,no-cache; must-revalidate; max-age=0,NA,None,None,14/07/2000 0:00,22/03/2017 0:00,golfmesquitenevada.com,9,3,7,738,0,0,9,12,766,738,9,0,Benigna
B0_2278,31,7,utf-8,CherryPy/3.6.0,no-cache; must-revalidate,4075,CA,ON,1/12/1996 5:00,30/11/2016 10:30,gutenberg.org,4,3,2,432,0,0,4,6,372,432,4,0,Benigna
B0_263,31,8,iso-8859-1,Apache/2.2.15 (CentOS),None,287,IN,HR,11/11/2000 0:00,3/05/2012 0:00,yamaha-motor-india.com,5,0,1,593,0,0,9,9,955,929,9,4,Benigna
B0_501,31,7,utf-8,nginx,must-revalidate,NA,US,NY,23/03/1995 0:00,3/03/2017 0:00,wn.com,28,13,13,2773,0,0,32,32,6566,3037,32,4,Benigna
B0_504,31,7,UTF-8,Apache/2.2.15 (Red Hat),max-age=3600; must-revalidate,5132,US,FL,4/09/2004 0:00,24/08/2016 0:00,jpgmag.com,27,0,3,2743,0,0,33,33,43878,3181,33,6,Benigna
B0_597,31,6,us-ascii,Microsoft-IIS/7.5,None,324,US,Missouri,9/09/2005 13:44,10/09/2016 13:29,kansascitylodge220.org,23,1,4,2262,0,0,29,28,16553,2736,29,6,Benigna
B0_65,31,6,us-ascii,Microsoft-HTTPAPI/2.0,None,324,None,None,None,None,californiacolleges.edu,18,14,3,2201,0,0,22,23,7756,2543,22,4,Benigna
B0_658,31,6,ISO-8859-1,Apache,no-store,NA,None,None,22/04/1997 0:00,22/02/2017 0:00,mylife.com,23,17,3,3981,0,0,29,27,9867,4417,29,6,Benigna
B0_698,31,8,us-ascii,Microsoft-HTTPAPI/2.0,None,324,US,FL,7/08/1996 0:00,14/05/2015 0:00,friesian.com,103,0,3,7073,0,0,105,113,179439,7217,105,2,Benigna
B0_705,31,6,UTF-8,Apache,no-cache; must-revalidate; max-age=0,NA,US,MD,30/12/2005 0:00,5/11/2015 0:00,cfoxcommunications.com,13,8,8,1355,1,0,16,16,1145,1519,16,2,Benigna
B0_761,31,7,ISO-8859-1,None,private; no-cache; no-store; must-revalidate,NA,US,CA,29/03/1997 0:00,29/11/2016 0:00,facebook.com,57,45,12,8136,0,0,69,64,25686,9020,69,12,Benigna
B0_850,31,7,utf-8,Apache,must-revalidate; private; max-age=0,22004,US,CA,4/04/2006 0:00,3/03/2017 0:00,spokeo.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_945,31,6,ISO-8859-1,Apache,no-store,NA,US,CA,22/04/1997 0:00,22/02/2017 0:00,mylife.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_992,31,7,iso-8859-1,Apache/2,None,345,US,Texas,25/05/2000 0:00,24/05/2016 0:00,badgirlsonly.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
M0_136,32,11,UTF-8,nginx,no-cache,643,None,None,None,None,web-fill.tk,22,1,5,2783,0,0,30,26,3824,3367,30,8,Maligna
M0_140,32,9,UTF-8,nginx,no-cache,637,None,None,None,None,mbrdot.tk,14,1,4,1457,0,0,20,16,3229,1881,20,6,Maligna
B0_1175,32,8,UTF-8,Server,None,NA,US,WA,5/01/1996 0:00,5/05/2016 0:00,imdb.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1181,32,6,ISO-8859-1,None,None,34,US,Missouri,9/07/2008 0:00,14/07/2008 0:00,kansascitychessclub.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1222,32,8,UTF-8,Server,None,NA,US,WA,5/01/1996 0:00,5/05/2016 0:00,imdb.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_128,32,9,utf-8,KHL,public;max-age=60,420762,None,None,10/05/2006 20:00,None,khl.ru,17,5,8,1314,0,0,19,26,1881,1452,19,2,Benigna
B0_1341,32,8,ISO-8859-1,Apache,None,1399,US,CA,29/07/2006 0:00,7/08/2015 0:00,hrllp-law.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1372,32,6,UTF-8,Apache,None,NA,CA,ab,27/09/2010 0:00,28/09/2016 0:00,dancesportgrandprix.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1381,32,7,UTF-8,nginx,no-cache; must-revalidate; max-age=60,NA,US,NY,31/10/2008 0:00,1/12/2016 0:00,celebritytweet.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_14,32,7,UTF-8,nginx,no-cache; must-revalidate; max-age=0,NA,US,CA,3/03/2000 0:00,12/01/2017 0:00,wordpress.com,14,10,2,2000,0,0,20,20,9588,2498,20,6,Benigna
B0_165,32,7,ISO-8859-1,None,private; no-cache; no-store; must-revalidate,NA,US,CA,29/03/1997 0:00,29/11/2016 0:00,facebook.com,49,42,5,7613,0,0,61,52,24774,8497,61,12,Benigna
B0_176,32,8,UTF-8,Apache,None,NA,None,None,2/04/2008 0:00,23/01/2017 0:00,eu33.com,24,0,4,2176,0,0,28,29,17335,2456,28,4,Benigna
B0_2015,32,6,utf-8,None,no-cache,NA,None,None,22/02/1996 0:00,16/01/2015 0:00,myspace.com,4,3,2,432,0,0,4,5,310,432,4,0,Benigna
B0_2095,32,8,utf-8,Microsoft-IIS/7.5,no-cache,328,UK,Greater London,6/09/2016 0:00,12/03/2017 0:00,waydrn.com,5,3,2,474,0,0,5,7,426,474,5,0,Benigna
B0_218,32,7,UTF-8,Apache,no-cache; must-revalidate; max-age=0,NA,US,Illinois,11/02/1997 0:00,10/09/2012 0:00,juggle.com,94,0,4,11902,0,0,102,121,173484,12492,102,8,Benigna
B0_2229,32,8,us-ascii,Microsoft-HTTPAPI/2.0,None,324,None,None,6/08/1995 0:00,24/07/2012 0:00,nycballet.com,11,10,6,798,0,0,11,15,1124,798,11,0,Benigna
B0_2271,32,6,iso-8859-1,Apache/2.4.6 (CentOS) OpenSSL/1.0.1e-fips mod_fcgid/2.3.9 PHP/5.4.16 mod_jk/1.2.40,None,199,US,Kansas,23/10/2008 0:00,3/03/2017 0:00,charttheatrenetwork.com,6,3,4,564,0,0,6,7,442,564,6,0,Benigna
B0_254,32,8,iso-8859-1,Apache,None,334,SI,--,19/02/2009 0:00,22/12/2015 0:00,rcl-teh.com,8,1,4,816,0,0,10,13,1541,958,10,2,Benigna
B0_303,32,7,iso-8859-1,Apache/2.2.3 (CentOS),None,287,US,MO,30/08/1998 0:00,22/12/2016 0:00,tigerboard.com,71,0,3,10999,0,0,73,70,88707,11147,73,2,Benigna
B0_40,32,7,utf-8,Apache,must-revalidate; private; max-age=0,20212,US,CA,4/04/2006 0:00,3/03/2017 0:00,spokeo.com,43,26,14,4214,0,0,49,28,9246,4650,49,6,Benigna
B0_400,32,8,UTF-8,Server,None,NA,US,WA,5/01/1996 0:00,5/05/2016 0:00,imdb.com,36,0,2,3185,0,0,40,40,50608,3465,40,4,Benigna
B0_437,32,8,UTF-8,Server,None,NA,US,WA,5/01/1996 0:00,5/05/2016 0:00,imdb.com,24,2,4,1888,0,0,28,25,40314,2168,28,4,Benigna
B0_491,32,7,utf-8,None,no-cache; no-store,NA,None,None,14/12/2006 0:00,13/12/2016 0:00,foroactivo.com,7,0,3,734,0,0,11,12,7145,1060,11,4,Benigna
B0_507,32,7,UTF-8,GSE,no-cache; no-store; max-age=0; must-revalidate,11827,US,CA,31/07/2000 0:00,29/06/2016 0:00,blogspot.com,38,2,5,4607,0,0,42,35,58676,4945,42,4,Benigna
B0_582,32,8,ISO-8859-1,nginx/1.12.0,None,1108,US,California,22/03/2005 3:36,22/03/2017 3:37,andak.org,13,0,2,2065,0,0,17,16,7280,2349,17,4,Benigna
B0_937,32,7,us-ascii,None,None,324,US,Arizona,26/06/2009 0:00,29/03/2017 0:00,usidentify.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
M0_122,33,11,UTF-8,nginx,no-cache,646,None,None,None,None,scaner-do.tk,13,1,5,1497,0,0,17,14,2116,1787,17,4,Maligna
M0_125,33,9,UTF-8,nginx,no-cache,637,None,None,None,None,ns2ns1.tk,23,1,5,2851,0,0,31,26,3814,3431,31,8,Maligna
M0_138,33,9,UTF-8,nginx,no-cache,640,None,None,None,None,textsex.tk,18,1,5,2147,0,0,24,20,2848,2577,24,6,Maligna
M0_142,33,9,UTF-8,nginx,no-cache,643,None,None,None,None,sexyster.tk,4,0,4,264,0,0,4,6,388,264,4,0,Maligna
M0_59,33,9,UTF-8,nginx,no-store; no-cache; must-revalidate; post-check=0; pre-check=0,NA,None,None,9/02/2000 14:17,None,front.ru,14,1,8,1151,0,0,18,15,1211,1445,18,4,Maligna
M0_96,33,11,utf-8,nginx,no-store; no-cache; must-revalidate,NA,None,None,8/06/2007 0:00,18/09/2012 0:00,wkmg.co.kr,8,0,2,1045,0,0,12,11,1362,1333,12,4,Maligna
B0_1068,33,7,utf-8,cloudflare-nginx,no-cache; must-revalidate,NA,US,NY,1/11/1994 0:00,27/10/2015 0:00,history.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1101,33,8,UTF-8,Server,None,NA,US,WA,5/01/1996 0:00,5/05/2016 0:00,imdb.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1141,33,8,UTF-8,Server,None,NA,US,WA,5/01/1996 0:00,5/05/2016 0:00,imdb.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1190,33,6,utf-8,None,no-cache,NA,US,CA,22/02/1996 0:00,16/01/2015 0:00,myspace.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1239,33,6,iso-8859-1,Apache,None,NA,JP,Fukuoka,8/08/2013 0:00,26/07/2016 0:00,warnerrecordscontact.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1288,33,6,utf-8,Apache/2.4,no-store; no-cache; must-revalidate; post-check=0; pre-check=0,19890,CA,BC,20/04/2000 0:00,25/04/2017 0:00,vancouveractorsguide.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1350,33,8,utf-8,nginx/1.10.1 + Phusion Passenger 5.0.30,no-cache; no-store,NA,US,California,21/02/1995 0:00,19/02/2017 0:00,mahalo.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1390,33,9,utf-8,None,None,18302,US,CA,29/05/1996 0:00,26/04/2016 0:00,tv.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1419,33,7,iso-8859-1,Apache,None,318,JP,Osaka,12/11/2016 0:00,16/11/2016 0:00,ecommerce-quickguide.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_163,33,8,UTF-8,Server,None,NA,US,WA,5/01/1996 0:00,5/05/2016 0:00,imdb.com,52,7,8,3438,0,0,56,51,46498,3718,56,4,Benigna
B0_2100,33,7,iso-8859-1,Apache/1.3.27 (Unix)  (Red-Hat/Linux) mod_perl/1.26 PHP/4.3.3 FrontPage/5.0.2 mod_ssl/2.8.12 OpenSSL/0.9.6b,None,NA,None,None,8/02/2000 0:00,31/10/2016 0:00,lifeisabuse.com,4,3,2,420,0,0,4,5,304,420,4,0,Benigna
B0_2126,33,6,utf-8,Apache,no-cache; must-revalidate,NA,US,Texas,25/09/2003 0:00,18/07/2014 0:00,longviewusa.com,7,5,4,606,0,0,7,6,474,606,7,0,Benigna
B0_215,33,8,UTF-8,mw2114.codfw.wmnet,private; s-maxage=0; max-age=0; must-revalidate,NA,US,CA,13/01/2001 0:12,12/12/2015 10:16,wikipedia.org,32,11,6,3694,0,0,40,32,11543,4286,40,8,Benigna
B0_2155,33,7,UTF-8,GSE,no-cache; no-store; max-age=0; must-revalidate,60722,US,CA,31/07/2000 0:00,29/06/2016 0:00,blogspot.com,4,2,3,408,0,0,4,6,382,408,4,0,Benigna
B0_2205,33,6,UTF-8,Apache/2.2.31 (Unix) mod_ssl/2.2.31 OpenSSL/1.0.1e-fips mod_bwlimited/1.4 mod_perl/2.0.8 Perl/v5.10.1,None,NA,US,Arizona,10/05/2002 0:00,27/07/2016 0:00,carlgoldbergproducts.com,8,4,5,660,0,0,8,9,556,660,8,0,Benigna
B0_2219,33,6,ISO-8859-1,Apache/1.3.34 (Unix) PHP/4.4.4,None,NA,US,FL,7/06/2005 0:00,23/05/2016 0:00,californiacountymaps.com,5,4,2,486,0,0,5,7,542,486,5,0,Benigna
B0_2289,33,8,UTF-8,Server,None,NA,US,WA,5/01/1996 0:00,5/05/2016 0:00,imdb.com,10,4,4,816,0,0,10,6,476,816,10,0,Benigna
B0_312,33,6,UTF-8,Microsoft-IIS/7.5,None,39,US,AL,19/08/2012 0:00,24/06/2016 0:00,southafricamarketing.com,24,1,4,3375,0,0,28,30,18396,3703,28,4,Benigna
B0_570,33,8,UTF-8,Apache/2.2.31 (Amazon),None,1371,IL,None,28/04/2003 0:00,29/04/2017 0:00,jinni.com,19,0,3,2042,0,0,27,27,4760,2622,27,8,Benigna
B0_652,33,7,UTF-8,Jetty(9.0.z-SNAPSHOT),None,NA,US,NY,12/03/1999 0:00,16/11/2016 0:00,about.com,105,98,7,8692,0,0,111,130,179133,9172,111,6,Benigna
B0_783,33,6,ISO-8859-1,Apache,no-store,NA,US,CA,22/04/1997 0:00,22/02/2017 0:00,mylife.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
M0_130,34,11,UTF-8,nginx,no-cache,655,None,None,None,None,scaner-sbite.tk,27,5,8,2721,0,0,35,27,3896,3313,35,8,Maligna
M0_159,34,11,UTF-8,nginx,no-cache,649,None,None,None,None,lab-cntest.tk,15,1,5,1632,0,0,21,18,2661,2068,21,6,Maligna
M0_166,34,9,ISO-8859-1,cloudflare-nginx,no-store; no-cache; must-revalidate; post-check=0; pre-check=0,NA,ru,Krasnoyarsk,30/03/2011 0:00,28/04/2017 0:00,seonetwizard.com,26,0,3,3569,0,0,32,31,10750,4037,32,6,Maligna
M0_180,34,9,iso-8859-1,Apache,None,214,None,None,None,None,mlpoint.pt,9,0,4,850,0,0,11,14,1382,990,11,2,Maligna
B0_1036,34,6,UTF-8,nginx/1.12.0,None,18298,US,MAINE,14/01/2008 0:00,14/01/2017 0:00,thesustainableathlete.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1054,34,7,us-ascii,Microsoft-HTTPAPI/2.0,None,324,GB,None,26/03/2000 0:00,26/10/2016 0:00,citwf.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1087,34,7,ISO-8859-1,None,None,1819,US,CA,2/11/2002 0:00,2/02/2017 0:00,linkedin.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_110,34,7,ISO-8859-1,None,None,1819,US,CA,2/11/2002 0:00,2/02/2017 0:00,linkedin.com,33,27,2,5235,0,0,41,40,14571,5835,41,8,Benigna
B0_1207,34,8,utf-8,nginx/1.10.1 + Phusion Passenger 5.0.30,no-cache; no-store,NA,US,California,21/02/1995 0:00,19/02/2017 0:00,mahalo.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1337,34,6,utf-8,None,no-cache,NA,US,CA,22/02/1996 0:00,16/01/2015 0:00,myspace.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1342,34,7,ISO-8859-1,Apache/2.2.31 (CentOS),None,NA,CA,ALBERTA,10/04/2010 0:00,10/04/2017 0:00,nichedesignsinc.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1382,34,7,UTF-8,nginx,no-cache; must-revalidate; max-age=60,NA,US,CA,3/03/2000 0:00,12/01/2017 0:00,wordpress.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_2098,34,7,utf-8,Apache/2.4.10 (Debian),store; no-cache; must-revalidate; post-check=0; pre-check=0,6474,US,Virginia,6/05/2010 16:44,20/09/2013 15:03,warisacrime.org,6,3,4,552,0,0,6,9,564,552,6,0,Benigna
B0_2104,34,7,utf-8,nginx,None,NA,CA,ON,17/08/1999 12:43,21/04/2017 16:47,punknews.org,8,6,5,696,0,0,8,10,636,696,8,0,Benigna
B0_2124,34,6,utf-8,None,no-cache,NA,None,None,22/02/1996 0:00,16/01/2015 0:00,myspace.com,34,9,9,2412,0,0,34,7,442,2412,34,0,Benigna
B0_2125,34,7,UTF-8,cloudflare-nginx,no-store; no-cache; must-revalidate; post-check=0; pre-check=0,NA,IN,MH,4/10/2006 0:00,4/10/2016 0:00,tripatlas.com,3,3,1,366,0,0,3,5,306,366,3,0,Benigna
B0_2142,34,9,ISO-8859-1,Apache,max-age=0; no-cache; no-store; must-revalidate,1486,GB,None,9/03/2007 0:00,3/03/2015 0:00,life-book.com,5,3,2,498,0,0,5,5,306,498,5,0,Benigna
B0_2221,34,9,UTF-8,Apache/2.4.12 (Ubuntu),no-store; no-cache; must-revalidate,10892,None,None,31/05/1996 0:00,15/04/2016 0:00,skiracing.com,3,3,1,366,0,0,3,4,244,366,3,0,Benigna
B0_2320,34,9,ISO-8859-1,HTTPDaemon,private,NA,US,WA,5/01/1996 0:00,5/05/2016 0:00,imdb.com,4,3,2,432,0,0,4,5,310,432,4,0,Benigna
B0_322,34,8,utf-8,Apache/2.2.31 (Amazon),None,7255,None,None,29/07/2004 0:00,3/01/2016 0:00,foodpages.ca,17,1,2,1661,0,0,23,26,10015,2167,23,6,Benigna
B0_460,34,7,UTF-8,GSE,no-cache; no-store; max-age=0; must-revalidate,6608,US,CA,31/07/2000 0:00,29/06/2016 0:00,blogspot.com,42,0,3,4895,0,0,46,45,39544,5241,46,4,Benigna
B0_493,34,6,utf-8,None,no-cache,NA,US,CA,22/02/1996 0:00,16/01/2015 0:00,myspace.com,34,25,9,3787,0,0,42,42,33677,4365,42,8,Benigna
